target	year	ptest	LENinit
4500	2027	0.053636	4349.75
4500	2028	0.0269348	4688.57
9000	2027	0.107272	8351.92
9000	2028	0.0599716	9646.82
13500	2027	0.180423	13309.6
13500	2028	0.0926114	13704.1
18000	2027	0.250063	17553.8
18000	2028	0.136777	18447.7
22500	2027	0.324602	21646.3
22500	2028	0.191116	23278.1
27000	2027	0.414121	26026.3
27000	2028	0.257593	27976.3
